found_in_function,team,defect_category,ticket_count
26-11,IuK_TSP_Navi,Preventing Maturity Grade ConDrive | Showstopper_Candidate,1
26-11,IuK_TSP_Navi,Showstopper_Confirmed,1
26-11,IuK_TSP_Navi,Top_Issue_Confirmed,1
26-11,IuK_TSP_Stability_Performance,,1
26-11,[AT]BBA_Basis-FIT,Showstopper_Confirmed,1
26-11,[AT]FIT_LAENDER_CHINA,,1
26-11,[AT]FIT_LAENDER_CHINA,Homologation L-labelled | Top_Issue_Confirmed,1
26-11,[AT]FIT_LAENDER_CHINA,Top_Issue_Confirmed,1
26-11,[AT]W72-FIT,Showstopper_Candidate,1
27-07,,Homologation L-labelled,1
27-07,,Homologation L-labelled | Showstopper_Candidate,1
27-07,,Preventing Maturity Grade ConDrive,1
27-07,,Preventing Maturity Grade ConDrive | Showstopper_Candidate,1
27-07,DIPS,Homologation L-labelled,1
27-07,DIPS,Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
27-07,DIPS_TSP_CD_Updates,Homologation L-labelled,1
27-07,DIPS_TSP_CD_Updates,Homologation L-labelled | Showstopper_Candidate,1
27-07,DIPS_TSP_Enabler,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Candidate,1
27-07,DIPS_TSP_Remote_Services,,1
27-07,DTSV_China,Buildability affected,1
27-07,DTSV_China,Homologation L-labelled | Not Homologation relevant,1
27-07,DTSV_China,Preventing Maturity Grade ConDrive | Preventing Maturity Grade Customer Function | Showstopper_Candidate,1
27-07,DTSV_China,Preventing Maturity Grade Customer Function | Showstopper_Candidate | Not Homologation relevant,1
27-07,IUK,Preventing Maturity Grade Customer Function | Homologation L-labelled | Showstopper_Confirmed | Not Homologation relevant,1
27-07,IUK,Preventing Maturity Grade ExtInt,1
27-07,IuK_TSP_Audio,,1
27-07,IuK_TSP_Audio,Showstopper_Candidate,1
27-07,IuK_TSP_Carfunctions,,1
27-07,IuK_TSP_Carfunctions,Homologation L-labelled,1
27-07,IuK_TSP_Connectivity,Preventing Maturity Grade ConDrive | Homologation L-labelled,1
27-07,IuK_TSP_Entertainment,,1
27-07,IuK_TSP_HMI,,1
27-07,IuK_TSP_Navi,Preventing Maturity Grade ConDrive,1
27-07,IuK_TSP_Stability_Performance,,1
27-07,IuK_TSP_Stability_Performance,Escalation ConDrive | Preventing Maturity Grade ConDrive | Showstopper_Candidate,1
27-07,[AT]CoC_EI_IuK,Homologation L-labelled | Showstopper_Candidate,1
27-11,DTSV_China,,1
No I-Step Relevance,,,1
No I-Step Relevance,DIPS,Homologation L-labelled | No_Showstopper_Candidate,1
No I-Step Relevance,DIPS,Homologation L-labelled | Not Homologation relevant,1
No I-Step Relevance,DIPS,Homologation L-labelled | Showstopper_Candidate | Not Homologation relevant,1
No I-Step Relevance,DIPS,Homologation L-labelled | Showstopper_Confirmed,1
No I-Step Relevance,DIPS,Preventing Maturity Grade ConDrive,1
No I-Step Relevance,DIPS,Preventing Maturity Grade ConDrive | Showstopper_Confirmed,1
No I-Step Relevance,DIPS,Showstopper_Confirmed,1
No I-Step Relevance,DIPS_TSP_CD_Updates,,1
No I-Step Relevance,DIPS_TSP_CD_Updates,No_Showstopper_Confirmed,1
No I-Step Relevance,DTSV_China,No_Showstopper_Confirmed,1
No I-Step Relevance,DTSV_China,Obstructing Maturity Grade ConDrive | Showstopper_Candidate,1
No I-Step Relevance,DTSV_China,Preventing Maturity Grade ConDrive | Homologation L-labelled | Showstopper_Candidate,1
No I-Step Relevance,IUK,Homologation L-labelled,1
No I-Step Relevance,IUK,Homologation L-labelled | No_Showstopper_Confirmed,1
No I-Step Relevance,IUK,No_Showstopper_Confirmed,1
No I-Step Relevance,IUK,Preventing Maturity Grade System Function | Homologation L-labelled | Showstopper_Confirmed,1
